curves|label
{y^2=x^10+2*x^9+x^8+x^7+2*x^6+x^5+2*x^4+2*x^3+x^2+2,y^2=2*x^10+2*x^8+x^7+2*x^5+x^4+2*x^3+x+2,x*y+t^2=y^3+y^2*z+x*z^2+y*z^2+z^3+x^2*t+x*z*t+z^2*t=0,x*y+t^2=y^3+y^2*z+x*z^2+y*z^2+z^3+x^2*t+x*y*t-z^2*t=0,x*y+t^2=y^3-y^2*z+x*z^2+z^3+x^2*t-x*y*t+y^2*t+x*z*t-y*z*t-z^2*t=0,x*y+t^2=-y^3+x*y*z+x*z^2-y*z^2+z^3+x^2*t+y^2*t+x*z*t+y*z*t-z^2*t=0,x*y+t^2=-y^3+x*y*z-y^2*z+x*z^2-y*z^2+z^3+x^2*t-y^2*t+x*z*t+y*z*t+z^2*t=0,x*y+t^2=x*y*z-y^2*z+x*z^2+y*z^2-z^3+x^2*t-x*z*t-y*z*t=0,x*y+t^2=y^3+x^2*z-y^2*z-y*z^2-z^3+y*z*t-z^2*t=0,x*y+t^2=y^3+x^2*z-x*y*z+y^2*z+y*z^2+z^3+x*y*t+y^2*t=0,x*y+t^2=x*y^2-y^3+x^2*z-y^2*z+y*z^2-z^3+x*y*t+y^2*t+y*z*t=0,x*t-y*z=y^3+x^2*z+x^2*t-y^2*t+z^2*t+x*t^2+y*t^2+z*t^2-t^3=0,x*t-y*z=x*y^2+x^2*z+y^2*t-x*z*t+z^2*t+x*t^2+t^3=0,x*t-y*z=x*y^2+x^2*z+z^3+x*y*t+y^2*t+z^2*t-x*t^2-y*t^2+t^3=0,x*t-y*z=x*y^2+x^2*z+z^3+x*y*t+y^2*t+x*z*t+z^2*t+y*t^2-z*t^2+t^3=0,x*t-y*z=x*y^2+x^2*z-x*y*t+y^2*t+x*z*t+z^2*t-y*t^2+t^3=0,x^2+y^2+z*t=y^2*z-z^3+y*z*t-z^2*t+x*t^2-y*t^2=0,x^2+y^2+z*t=y^2*z+y*z^2-z^3+y^2*t+x*t^2-y*t^2=0,x^2+y^2+z*t=y^3+y^2*z-z^3-y^2*t+x*z*t+z^2*t-y*t^2+z*t^2=0}|4.3.a_d_e_e
{x*t-y*z=y^3+x^2*z+z^3+x^2*t+y^2*t+x*z*t+z^2*t-z*t^2-t^3=0}|4.3.a_d_e_f
{x*y+t^2=y^2*z+x*z^2-y*z^2-z^3+x^2*t+y^2*t+y*z*t=0,x*y+t^2=-y^3+x*y*z-y^2*z+x*z^2-y*z^2-z^3+x^2*t+x*y*t+y^2*t-x*z*t-y*z*t=0,x*y+t^2=x*y^2+y^3+x^2*z+y^2*z+y*z^2-z^3+y^2*t+z^2*t=0,x*t-y*z=y^3+x^2*z+x*y*t-x*z*t+z^2*t+y*t^2+t^3=0,x*t-y*z=y^3+x^2*z+z^3+x^2*t-y^2*t-z^2*t+x*t^2+y*t^2=0,x*t-y*z=x*y^2+x^2*z-x*y*t+y^2*t-x*z*t+z^2*t+x*t^2+y*t^2+z*t^2-t^3=0,x*t-y*z=x^2*y+y^3+x^2*z+z^3+x*y*t+x*z*t-z^2*t+x*t^2-y*t^2-z*t^2=0,x^2+y^2+z*t=y^2*z+y*z^2-z^3+z^2*t+x*t^2+y*t^2-z*t^2=0,x^2+y^2+z*t=y^3+y*z^2+x*z*t+y*z*t+y*t^2+t^3=0,x^2+y^2+z*t=y^3+y*z^2+x*z*t-y*z*t+z^2*t-y*t^2-z*t^2=0}|4.3.a_d_e_g
{y^2=2*x^10+x^9+2*x^7+2*x^6+2*x^5+2*x^3+x^2+1,x*y+t^2=y^3-y*z^2+z^3+x^2*t-x*y*t-y^2*t+y*z*t-z^2*t=0,x*y+t^2=y^3+x^2*z-y^2*z-z^3+x*y*t+y^2*t-y*z*t-z^2*t=0,x*y+t^2=y^3+x^2*z+x*y*z+y^2*z+z^3+y^2*t-y*z*t-z^2*t=0,x*y+t^2=y^3+x^2*z+x*y*z-y^2*z+x*z^2-z^3+x*y*t+y^2*t+z^2*t=0,x*t-y*z=y^3+x^2*z+z^3+x^2*t-y^2*t-x*t^2+y*t^2-z*t^2+t^3=0,x*t-y*z=x*y^2+x^2*z+x*z*t+z^2*t-x*t^2-y*t^2+z*t^2-t^3=0,x*t-y*z=x*y^2+x^2*z+z^3+x^2*t+x*y*t-y^2*t-x*z*t-z^2*t+x*t^2+y*t^2+z*t^2+t^3=0,x^2+y^2+z*t=y^3+y*z^2+y^2*t+y*z*t-z^2*t+x*t^2-y*t^2-z*t^2+t^3=0,x^2+y^2+z*t=y^3-y*z^2+z^3+y^2*t+y*z*t+x*t^2-y*t^2-z*t^2+t^3=0,x^2+y^2+z*t=y^3-y*z^2+z^3+x*z*t-x*t^2-y*t^2-z*t^2-t^3=0}|4.3.a_d_e_h
{y^2=x^10+x^9+x^8+2*x^7+x^6+x^2+x+2,y^2=x^9+x^7+x^5+2*x^4+x^3+x^2+2,y^2=x^10+x^8+x^7+2*x^6+x^4+2*x^3+2*x^2+2*x,x*y+t^2=y^3+x*z^2+y*z^2-z^3+x^2*t+x*z*t+z^2*t=0,x*y+t^2=y^3+y^2*z+x*z^2+y*z^2-z^3+x^2*t+x*y*t-y*z*t=0,x*y+t^2=-y^3+y^2*z+x*z^2-y*z^2+z^3+x^2*t+x*y*t-y^2*t+x*z*t+y*z*t+z^2*t=0,x*y+t^2=-y^3+x*y*z+y^2*z+x*z^2+y*z^2+z^3+x^2*t+x*y*t-y^2*t-x*z*t+z^2*t=0,x*y+t^2=y^3+x^2*z+y^2*z+y*z^2-z^3+y^2*t+y*z*t=0,x*t-y*z=y^3+x^2*z+z^3+x^2*t+x*z*t-z^2*t-x*t^2+y*t^2-z*t^2=0,x*t-y*z=y^3+x^2*z-z^3+x^2*t-y^2*t+z^2*t-x*t^2-z*t^2+t^3=0,x*t-y*z=x*y^2+x^2*z+z^3+x^2*t+y^2*t-x*z*t+z^2*t-x*t^2+y*t^2-z*t^2=0,x^2+y^2+z*t=y^2*z+y*z^2+y*z*t-z^2*t+x*t^2+y*t^2=0,x^2+y^2+z*t=y^2*z-z^3+y^2*t+x*z*t+y*z*t+z^2*t+y*t^2+z*t^2=0,x^2+y^2+z*t=y^3-y*z^2+y^2*t+x*z*t-y*z*t-z^2*t-y*t^2-z*t^2+t^3=0}|4.3.a_d_e_i
{y^2=x^10+2*x^7+2*x^6+2*x^5+2*x^4+2*x^2+2*x+1,y^2=2*x^10+x^9+x^8+x^5+2*x^2+x+2,y^2=x^10+2*x^8+2*x^7+x^6+x^5+2*x^4+x^3+x^2+2,x*y+t^2=x*y*z-y^2*z+x*z^2-z^3+x^2*t+x*y*t+y^2*t+y*z*t=0,x*y+t^2=x^2*z+y^2*z+x*z^2-z^3+x*y*t-y^2*t+y*z*t=0,x*t-y*z=y^3+x^2*z+z^3+x^2*t+y^2*t-x*z*t-z^2*t+z*t^2=0,x*t-y*z=x*y^2+x^2*z+z^3-x*y*t-z^2*t+y*t^2-z*t^2=0,x*t-y*z=x*y^2+x^2*z+z^3+x^2*t+x*y*t+x*z*t+z^2*t-x*t^2-y*t^2+z*t^2+t^3=0,x^2+y^2+z*t=y^2*z+y*z^2-z^3+y^2*t-y*z*t+z^2*t+x*t^2-z*t^2+t^3=0,x^2+y^2+z*t=y^3+y^2*z-z^3-y^2*t+x*z*t-y*z*t+z^2*t-y*t^2+z*t^2=0,x^2+y^2+z*t=y^3+y^2*z-y*z^2+x*z*t+y*z*t+x*t^2-z*t^2=0,x^2+y^2+z*t=y^3+y*z^2+z^3+y^2*t+x*z*t+y*z*t-x*t^2+y*t^2=0}|4.3.a_d_e_j
{x*y+t^2=-y^3-y^2*z+x*z^2-y*z^2+z^3+x^2*t+x*y*t+x*z*t-z^2*t=0,x*t-y*z=y^3+x^2*z-z^3+x^2*t+y^2*t-y*t^2-z*t^2+t^3=0,x*t-y*z=x*y^2+x^2*z+z^3+x*y*t+y^2*t+z^2*t-y*t^2-z*t^2+t^3=0,x^2+y^2+z*t=y*z^2+y^2*t+y*z*t+z^2*t+x*t^2+z*t^2=0,x^2+y^2+z*t=y^3+y*z^2-z^3+y^2*t+x*z*t+y*z*t+x*t^2-y*t^2+z*t^2-t^3=0}|4.3.a_d_e_k
{x*t-y*z=y^3+x^2*z+z^3+x^2*t+x*z*t-z^2*t+x*t^2+y*t^2-z*t^2=0,x*t-y*z=x*y^2+x^2*z+z^3-x*y*t+y^2*t-z^2*t-x*t^2-z*t^2-t^3=0}|4.3.a_d_e_l
{y^2=x^10+x^4+2*x^2+1,y^2=x^9+2*x^6+2*x^4+2*x^3+2*x^2+x,x*y+t^2=y^2*z-z^3+x^2*t+z^2*t=0,x*t-y*z=y^3+x^2*z+z^3+x*y*t+x*z*t+z^2*t+x*t^2-y*t^2-z*t^2-t^3=0,x^2+y^2+z*t=y^3-y*z^2+y^2*t+x*z*t+y*z*t-x*t^2+y*t^2+t^3=0}|4.3.a_d_e_m
{x*t-y*z=y^3+x^2*z-z^3-x*z*t-z^2*t+x*t^2+t^3=0,x*t-y*z=y^3+x^2*z-z^3-x*z*t+z^2*t+x*t^2-y*t^2-z*t^2-t^3=0,x^2+y^2+z*t=y^3+y*z^2-z^3+y^2*t+x*z*t-y*z*t+z^2*t+y*t^2-t^3=0}|4.3.a_d_f_a
{x*t-y*z=y^3+x^2*z-z^3+x^2*t-y^2*t-x*t^2-y*t^2+z*t^2-t^3=0,x*t-y*z=x*y^2+x^2*z+z^3+y^2*t-x*z*t+x*t^2+y*t^2-z*t^2-t^3=0,x*t-y*z=x*y^2+x^2*z+z^3+x*y*t-z^2*t-x*t^2+y*t^2-z*t^2=0,x^2+y^2+z*t=y*z^2+y^2*t+z^2*t+x*t^2+t^3=0}|4.3.a_d_f_b
{x*y+t^2=y^3-y^2*z+x*z^2-y*z^2-z^3+x^2*t+x*z*t+y*z*t+z^2*t=0,x*y+t^2=x*y^2-y^3+x^2*z+x*y*z+y^2*z-x*z^2-z^3+y^2*t+z^2*t=0,x*t-y*z=x*y^2+x^2*z-z^3+x*y*t+y^2*t+x*z*t-x*t^2-y*t^2+z*t^2-t^3=0,x*t-y*z=x*y^2+x^2*z+z^3+x^2*t-x*y*t-y^2*t+z^2*t-x*t^2-z*t^2+t^3=0,x^2+y^2+z*t=y*z^2+y^2*t+x*z*t-y*z*t-y*t^2+z*t^2-t^3=0,x^2+y^2+z*t=y^3+y*z^2+z^3+y^2*t+x*z*t-y*z*t-z^2*t+z*t^2-t^3=0}|4.3.a_d_f_c
{x*t-y*z=y^3+x^2*z+z^3-x*z*t+z^2*t+y*t^2+t^3=0,x*t-y*z=y^3+x^2*z-x*z*t+z^2*t+x*t^2+t^3=0,x*t-y*z=y^3+x^2*z-z^3-x*y*t+y^2*t+x*z*t-z^2*t-y*t^2-z*t^2+t^3=0,x*t-y*z=y^3+x^2*z-z^3-x*y*t+y^2*t-x*z*t-z^2*t-y*t^2+z*t^2=0,x*t-y*z=x*y^2+x^2*z+z^3+y^2*t+z^2*t-x*t^2+y*t^2+z*t^2+t^3=0,x*t-y*z=x*y^2+x^2*z+z^3-x*y*t+y^2*t+y*t^2+z*t^2=0,x*t-y*z=x*y^2+x^2*z-z^3+x^2*t-y^2*t+x*z*t-z^2*t-x*t^2-y*t^2-z*t^2+t^3=0,x*t-y*z=x*y^2+x^2*z-z^3+x^2*t+x*y*t-y^2*t+x*t^2-y*t^2+z*t^2+t^3=0,x*t-y*z=x*y^2+x^2*z-z^3+x^2*t-x*y*t+y^2*t+z*t^2+t^3=0,x^2+y^2+z*t=-z^3+y^2*t+y*z*t+x*t^2-y*t^2-z*t^2=0,x^2+y^2+z*t=y*z^2+y^2*t+x*t^2+y*t^2+z*t^2+t^3=0}|4.3.a_d_f_d
{x*y+t^2=y^2*z-z^3+x^2*t+y^2*t+x*z*t+y*z*t-z^2*t=0,x*y+t^2=y^3+y^2*z+x*z^2+y*z^2-z^3+x^2*t-y*z*t=0,x*y+t^2=y^3+x*y*z-y^2*z+x*z^2+y*z^2+z^3+x^2*t+y^2*t+y*z*t+z^2*t=0,x*t-y*z=y^3+x^2*z+z^3+x^2*t+y^2*t-y*t^2+z*t^2-t^3=0,x*t-y*z=x*y^2+x^2*z+z^3+x^2*t+x*y*t-x*z*t-z^2*t-y*t^2+z*t^2-t^3=0,x*t-y*z=x*y^2+x^2*z+z^3+x^2*t+x*y*t+y^2*t+x*z*t-z*t^2-t^3=0,x*t-y*z=x^2*y+y^3+x^2*z-z^3+y^2*t-x*z*t+z^2*t-x*t^2-y*t^2+t^3=0,x*t-y*z=x^2*y+y^3+x^2*z-z^3-x*y*t+y^2*t-x*z*t+z^2*t-y*t^2-z*t^2+t^3=0,x^2+y^2+z*t=y^2*z+z^3+y*z*t+x*t^2+z*t^2=0,x^2+y^2+z*t=y^2*z+z^3-y^2*t+y*z*t+x*t^2-y*t^2-z*t^2+t^3=0,x^2+y^2+z*t=y^3-y*z^2+y^2*t+x*z*t-y*t^2+z*t^2=0}|4.3.a_d_f_e
{y^2=2*x^10+2*x^6+2*x^5+x^3+x^2+2,x*t-y*z=y^3+x^2*z+z^3+x^2*t+y^2*t-x*z*t-z^2*t+x*t^2-y*t^2-z*t^2-t^3=0,x^2+y^2+z*t=y^3+y^2*z+y*z^2+z^3+x*z*t+y*z*t+z^2*t+x*t^2+y*t^2-z*t^2-t^3=0}|4.3.a_d_f_f
{x*y+t^2=y^2*z-z^3+x^2*t+y^2*t+x*z*t-y*z*t+z^2*t=0,x*t-y*z=x*y^2+x^2*z+z^3+x^2*t+y^2*t+x*t^2-z*t^2+t^3=0,x*t-y*z=x*y^2+x^2*z+z^3+x^2*t+x*y*t+y^2*t+x*t^2-y*t^2-z*t^2+t^3=0,x^2+y^2+z*t=y^3+y^2*z-z^3+x*t^2+y*t^2+z*t^2-t^3=0,x^2+y^2+z*t=y^3+y*z^2+y^2*t+x*z*t+y*z*t-z^2*t-y*t^2-z*t^2+t^3=0}|4.3.a_d_f_g
{x*t-y*z=y^3+x^2*z+x^2*t+y^2*t+z^2*t+x*t^2-t^3=0,x*t-y*z=y^3+x^2*z+z^3+x^2*t+y^2*t+x*z*t+z^2*t-x*t^2-y*t^2=0,x^2+y^2+z*t=y*z^2+z^3+y^2*t+z^2*t+x*t^2-z*t^2=0,x^2+y^2+z*t=y^3+y*z^2-z^3+y^2*t+x*z*t-y*z*t-z^2*t-x*t^2+z*t^2=0}|4.3.a_d_f_h
{x*y+t^2=y^3+x*y*z+y^2*z+z^3+x^2*t+y^2*t+x*z*t+z^2*t=0,x*t-y*z=x*y^2+x^2*z+z^3+x*y*t+y^2*t+z^2*t+x*t^2-z*t^2=0,x*t-y*z=x*y^2+x^2*z-z^3+x^2*t-x*y*t-y^2*t+z^2*t-x*t^2-t^3=0,x^2+y^2+z*t=y*z^2+y^2*t+x*t^2-t^3=0,x^2+y^2+z*t=y*z^2+y^2*t+x*t^2+y*t^2+t^3=0,x^2+y^2+z*t=y^2*z+y*z^2-z^3-y^2*t-y*z*t+x*t^2-y*t^2+z*t^2=0,x^2+y^2+z*t=y^3+y^2*z+y*z^2-y^2*t+x*z*t-y*z*t+x*t^2-y*t^2+t^3=0,x^2+y^2+z*t=y^3+y*z^2+x*z*t+z^2*t-x*t^2+z*t^2=0}|4.3.a_d_f_i
{y^2=2*x^10+x^8+x^7+2*x^6+x^3+1,x*t-y*z=y^3+x^2*z-x*z*t-z^2*t+x*t^2+y*t^2+z*t^2+t^3=0,x*t-y*z=x*y^2+x^2*z+z^3+x^2*t+x*y*t+y^2*t-x*z*t+x*t^2+z*t^2+t^3=0,x^2+y^2+z*t=y^3+z^3+x*z*t+y*z*t+y*t^2-z*t^2+t^3=0,x^2+y^2+z*t=y^2*z+y*z^2+y^2*t+x*z*t+z^2*t+x*t^2+y*t^2-z*t^2=0}|4.3.a_d_f_j
{y^2=x^10+x^9+2*x^7+2*x^5+x^4+2*x^2+2*x,x*y+t^2=y^2*z+y*z^2-z^3+x^2*t+y^2*t+x*z*t+y*z*t-z^2*t=0,x*y+t^2=-y^3+y^2*z+x*z^2-y*z^2+z^3+x^2*t+x*y*t+y^2*t-z^2*t=0,x*y+t^2=x*y^2+x^2*z-y^2*z+z^3+x*y*t+y^2*t-y*z*t-z^2*t=0,x*t-y*z=x*y^2+x^2*z-z^3+x^2*t-y^2*t-x*z*t-z^2*t+y*t^2+t^3=0,x*t-y*z=x*y^2+x^2*z+z^3+x^2*t-x*y*t+y^2*t-x*z*t+z^2*t-x*t^2-y*t^2-z*t^2=0}|4.3.a_d_g_a
{x*y+t^2=x^2*z+x*y*z+y^2*z+z^3+x*y*t-y^2*t+z^2*t=0,x*y+t^2=x^2*z+x*y*z-y^2*z+z^3+x*y*t-y^2*t=0,x*t-y*z=x*y^2+x^2*z+x*y*t+x*z*t-z^2*t+y*t^2=0,x*t-y*z=x^2*y+y^3+x^2*z+z^3+y*t^2-z*t^2=0}|4.3.a_d_g_ab
{x*t-y*z=x*y^2+x^2*z-z^3+y^2*t+z^2*t-x*t^2+z*t^2+t^3=0}|4.3.a_d_g_b
{y^2=x^10+x^9+x^6+2*x^2+x+2,x*y+t^2=-y^3+x*z^2-y*z^2-z^3+x^2*t-y^2*t+x*z*t-y*z*t+z^2*t=0,x*t-y*z=y^3+x^2*z-z^3+x*y*t-x*z*t+x*t^2+y*t^2+z*t^2+t^3=0,x*t-y*z=x*y^2+x^2*z+z^3-z^2*t+y*t^2-t^3=0,x*t-y*z=x*y^2+x^2*z+z^3+x*y*t+y^2*t+x*z*t+z^2*t-x*t^2+y*t^2+t^3=0,x*t-y*z=x*y^2+x^2*z-z^3+x^2*t+x*y*t-y^2*t+x*z*t-z^2*t-y*t^2-z*t^2+t^3=0,x^2+y^2+z*t=y^3-y*z^2+y^2*t+x*z*t-y*z*t+y*t^2-z*t^2-t^3=0,x^2+y^2+z*t=y^3+y^2*z+y*z^2+y^2*t+x*z*t+y*z*t-z^2*t-y*t^2=0}|4.3.a_d_g_c
{y^2=x^10+2*x^8+2*x^7+2*x^6+x^3+2*x^2+1,y^2=x^10+x^9+x^7+x+1,y^2=2*x^10+x^9+x^7+2*x^6+2*x^5+x^4+2*x^3+2*x+1,x*y+t^2=y^2*z+x*z^2+y*z^2+z^3+x^2*t+y^2*t+z^2*t=0,x*y+t^2=-y^3+x*z^2-y*z^2+z^3+x^2*t-z^2*t=0,x*y+t^2=-y^3+x*z^2-y*z^2-z^3+x^2*t+x*y*t+y*z*t-z^2*t=0,x*y+t^2=x*y*z-y^2*z+x*z^2-y*z^2+z^3+x^2*t+y^2*t-z^2*t=0,x*y+t^2=x^2*z+y^2*z+y*z^2-z^3+x*y*t-y^2*t+y*z*t+z^2*t=0,x*y+t^2=-y^3+x^2*z-x*y*z+y^2*z+x*z^2-y*z^2-z^3+y^2*t+y*z*t-z^2*t=0,x*t-y*z=y^3+x^2*z+z^3+z^2*t+y*t^2+t^3=0,x*t-y*z=x*y^2+x^2*z+z^3+x*y*t+y^2*t+x*z*t-z^2*t+y*t^2-t^3=0,x*t-y*z=x*y^2+x^2*z+x^2*t-y^2*t+x*z*t+z^2*t+y*t^2+z*t^2+t^3=0,x*t-y*z=x*y^2+x^2*z-z^3+x^2*t+x*y*t+y^2*t+z^2*t+y*t^2-t^3=0,x^2+y^2+z*t=z^3+y^2*t+y*z*t+z^2*t+x*t^2=0,x^2+y^2+z*t=y^2*z+y*z^2+y^2*t+x*z*t+y*z*t-z^2*t-y*t^2-z*t^2+t^3=0,x^2+y^2+z*t=y*z^2-z^3+y^2*t+x*z*t+y*z*t+z^2*t+x*t^2-y*t^2+t^3=0,x^2+y^2+z*t=y^3+y^2*z-y*z^2+x*z*t-y*z*t+z^2*t+x*t^2-z*t^2=0,x^2+y^2+z*t=y^3-y*z^2+z^3+y^2*t+x*z*t-y*z*t-x*t^2-t^3=0,x^2+y^2+z*t=y^3+x*z^2+y^2*t+x*z*t-y*z*t+z^2*t+x*t^2+y*t^2+t^3=0}|4.3.a_d_g_d
{y^2=2*x^10+2*x^9+2*x^8+2*x^7+x^6+x^5+x^3+2*x+1,x*y+t^2=y^3-y^2*z-y*z^2+z^3+x^2*t+y^2*t+x*z*t+y*z*t=0,x*y+t^2=-y^3+x*y*z+y^2*z+y*z^2+z^3+x^2*t+x*z*t+y*z*t=0,x*y+t^2=-y^3+x*y*z+y^2*z+x*z^2+z^3+x^2*t+y^2*t+x*z*t-y*z*t=0,x^2+y^2+z*t=y^3+y*z^2+y^2*t+x*z*t+z^2*t-y*t^2+t^3=0,x^2+y^2+z*t=y^3+y^2*z-y*z^2-y^2*t+x*z*t-y*z*t+z^2*t-y*t^2+z*t^2+t^3=0}|4.3.a_d_g_e
{y^2=2*x^10+x^9+2*x^7+x^4+2*x^3+2*x^2+x+2,y^2=2*x^10+2*x^9+x^8+2*x^7+x^5+x^4+x^3+x^2+2*x+1,x*y+t^2=x*y^2-y^3-y^2*z+x*z^2+y*z^2-z^3+x^2*t+y^2*t+x*z*t+y*z*t=0,x*y+t^2=y^3+x^2*z+x*y*z-y^2*z+z^3+x*y*t-y^2*t=0,x^2+y^2+z*t=y^2*z+y*z^2-z^3-y^2*t-y*z*t-z^2*t+x*t^2+z*t^2=0,x^2+y^2+z*t=y^3+y*z^2+y^2*t+x*t^2+z*t^2+t^3=0,x^2+y^2+z*t=y^3+y*z^2+y^2*t+y*z*t+x*t^2+y*t^2-t^3=0,x^2+y^2+z*t=y^3+y^2*z-z^3-y^2*t+x*z*t+y*z*t+z^2*t+y*t^2-t^3=0}|4.3.a_d_g_f
{y^2=x^10+2*x^9+x^8+2*x^7+x^6+x^5+x^4+2*x^3+2*x+1,x*y+t^2=y^3+x*z^2-y*z^2-z^3+x^2*t+y^2*t+x*z*t-y*z*t+z^2*t=0,x*y+t^2=x*y^2-y^3+y^2*z+x*z^2+z^3+x^2*t+x*y*t+y^2*t+x*z*t+y*z*t-z^2*t=0,x*y+t^2=y^3+x^2*z+x*y*z-y^2*z+y*z^2+z^3+y^2*t+z^2*t=0,x*t-y*z=y^3+x^2*z+x^2*t-z^2*t+y*t^2+z*t^2+t^3=0,x*t-y*z=x*y^2+x^2*z+z^3+x*y*t+x*z*t+x*t^2-y*t^2-z*t^2-t^3=0,x*t-y*z=x*y^2+x^2*z+z^3+x^2*t-x*y*t+y^2*t+x*z*t+y*t^2+z*t^2=0,x^2+y^2+z*t=y^2*z+y*z^2-z^3+y*z*t+x*t^2+y*t^2+z*t^2=0,x^2+y^2+z*t=y^3+y^2*z+y*z^2+y^2*t+x*z*t-y*z*t+z^2*t-y*t^2+z*t^2=0,x^2+y^2+z*t=y^3+y^2*z-z^3-y^2*t+x*z*t-y*z*t-z^2*t+y*t^2-z*t^2=0}|4.3.a_d_g_g
{y^2=x^10+2*x^9+x^8+2*x^7+2*x^6+x^5+x^3+1,y^2=2*x^10+2*x^9+x^8+2*x^7+x^6+2*x^5+2*x^4+2*x^3+2*x^2+x+2,x*y+t^2=-y^3+x*y*z+y^2*z+x*z^2+z^3+x^2*t+y^2*t+x*z*t-z^2*t=0,x*y+t^2=x*y*z-y^2*z+x*z^2-z^3+x^2*t-x*z*t+z^2*t=0,x*t-y*z=x*y^2+x^2*z+z^3+y^2*t-x*z*t+z^2*t-x*t^2-y*t^2+z*t^2-t^3=0,x*t-y*z=x*y^2+x^2*z-z^3+x^2*t-y^2*t-x*z*t-z^2*t-x*t^2-y*t^2+t^3=0,x*t-y*z=x*y^2+x^2*z+z^3+x^2*t+x*y*t+z^2*t-x*t^2-y*t^2-z*t^2=0,x^2+y^2+z*t=y^3+y*z^2+y*z*t+x*t^2+y*t^2=0,x^2+y^2+z*t=y^3+y^2*z-z^3-y^2*t+x*z*t-y*z*t+z^2*t+y*t^2-z*t^2-t^3=0}|4.3.a_d_g_h
{x*t-y*z=y^3+x^2*z+x^2*t+y^2*t+x*z*t-z^2*t+x*t^2+y*t^2+z*t^2+t^3=0,x*t-y*z=x*y^2+x^2*z+z^3+y^2*t-z^2*t+y*t^2+z*t^2-t^3=0}|4.3.a_d_g_i
{x*t-y*z=y^3+x^2*z+x*z*t-z^2*t+x*t^2+y*t^2=0,x*t-y*z=y^3+x^2*z-z^3+x^2*t+y^2*t+x*z*t-x*t^2+y*t^2+z*t^2-t^3=0,x*t-y*z=x*y^2+x^2*z+z^3+y^2*t+x*z*t-z^2*t+x*t^2-y*t^2+t^3=0,x^2+y^2+z*t=y*z^2+y^2*t-y*z*t-z^2*t+x*t^2-y*t^2-z*t^2=0,x^2+y^2+z*t=y^2*z+y*z^2-z^3+x*z*t-y*z*t+z^2*t+x*t^2-y*t^2+z*t^2-t^3=0,x^2+y^2+z*t=y^3+y^2*z+y*z^2+z^3-y^2*t+x*z*t+z^2*t+x*t^2+z*t^2+t^3=0,x^2+y^2+z*t=y^3+y^2*z+y*z^2-z^3+y^2*t+x*z*t-z^2*t-x*t^2-y*t^2-t^3=0}|4.3.a_d_h_a
{y^2=x^10+2*x^9+x^7+x^5+2*x^4+2*x^3+x^2+1,x^2+y^2+z*t=y^3+y*z^2+y*z*t+z^2*t+x*t^2-y*t^2+z*t^2+t^3=0}|4.3.a_d_h_ab
{x*t-y*z=y^3+x^2*z+x^2*t+x*z*t-z^2*t+x*t^2+y*t^2+z*t^2+t^3=0}|4.3.a_d_h_b
{x*t-y*z=y^3+x^2*z+z^3+x*y*t+z^2*t+x*t^2+y*t^2=0,x^2+y^2+z*t=y^2*z+y*z^2-z^3-y^2*t+x*z*t-y*z*t+z^2*t+x*t^2+y*t^2-z*t^2=0}|4.3.a_d_h_d
{x*y+t^2=y*z^2+z^3+x^2*t+x*y*t+y^2*t+y*z*t-z^2*t=0,x*y+t^2=y^3-y^2*z+x*z^2+y*z^2+z^3+x^2*t-x*y*t+x*z*t=0,x*y+t^2=-y^3+x*y*z+x*z^2-y*z^2+z^3+x^2*t+x*y*t+y^2*t-x*z*t-y*z*t=0,x*t-y*z=y^3+x^2*z-z^3-x*y*t+y^2*t+z^2*t+y*t^2-t^3=0,x*t-y*z=y^3+x^2*z+z^3-x*y*t+y^2*t+x*z*t-z^2*t+y*t^2=0,x*t-y*z=y^3+x^2*z+x^2*t+x*z*t+z^2*t+y*t^2-z*t^2=0,x*t-y*z=x*y^2+x^2*z+z^3+x^2*t-x*y*t-z^2*t-y*t^2+z*t^2-t^3=0,x^2+y^2+z*t=y^2*z+y*z^2-y*z*t-z^2*t+x*t^2-y*t^2+z*t^2=0,x^2+y^2+z*t=y^3+y^2*z+y*z^2-z^3+y^2*t+x*z*t+y*z*t+z^2*t-y*t^2+z*t^2=0}|4.3.a_d_h_e
{x*t-y*z=x*y^2+x^2*z+z^3-x*y*t+x*z*t-z^2*t+y*t^2-z*t^2-t^3=0,x*t-y*z=x*y^2+x^2*z-z^3+x^2*t-y^2*t-x*z*t-z^2*t-x*t^2+y*t^2-z*t^2+t^3=0,x^2+y^2+z*t=y^3+y^2*z+y*z^2+z^3-y^2*t+x*z*t+y*z*t+z^2*t-y*t^2-z*t^2+t^3=0}|4.3.a_d_h_f
{x*y+t^2=y^2*z+x*z^2+z^3+x^2*t+x*y*t+y^2*t+x*z*t-z^2*t=0,x*y+t^2=-y^3+x*z^2+y*z^2-z^3+x^2*t+x*y*t-y^2*t+x*z*t+y*z*t-z^2*t=0,x*y+t^2=x*y^2-y^3-y^2*z-z^3+x^2*t+y^2*t+x*z*t+y*z*t=0,x*y+t^2=x*y^2+x^2*z+y^2*z+x*z^2+y*z^2-z^3=0,x*t-y*z=x*y^2+x^2*z+z^3-x*y*t+y^2*t+x*z*t+z^2*t-x*t^2-y*t^2+t^3=0}|4.3.a_d_i_a
